SENTENCE_ID	RELATION_ID	SENTENCE	ARGUMENT_1	ARGUMENT_1_CATEGORY	RELATION	ARGUMENT_2	ARGUMENT_2_CATEGORY
341	8	E o ICANN assincou já o acordo em esse sentido com a mTLD_Top_Level_Domain que congrega a GSM_Association, a Microsoft, fabricantes como a Nokia, a Samsung e a Ericsson e operadores como a Vodafone, a Telefónica_Móviles, a Hutchison_3 e a T-Mobile.	mTLD_Top_Level_Domain	ORG	congrega	Hutchison_3	ORG
341	9	E o ICANN assincou já o acordo em esse sentido com a mTLD_Top_Level_Domain que congrega a GSM_Association, a Microsoft, fabricantes como a Nokia, a Samsung e a Ericsson e operadores como a Vodafone, a Telefónica_Móviles, a Hutchison_3 e a T-Mobile.	mTLD_Top_Level_Domain	ORG	congrega	T-Mobile	ORG
344	1	Para 72%, o crime está relacionado a o assassinato de Luis_Donaldo_Colosio, candidato presidencial de o PRI, em 23 de março.	Luis_Donaldo_Colosio	PER	candidato de	PRI	ORG
371	1	Vale destacar que o PSDB vinha negociando um acordo com a Igreja_Universal.	PSDB	ORG	vinha negociando um acordo com	Igreja_Universal	ORG
352	1	A administração, vendas e a fábrica de a Marfinite ficam em Itaquaquecetuba, em a Grande_São_Paulo, em um terreno de 230l metros_quadrados, com 25l metros_quadrados de área construída.	Marfinite	ORG	ficam em	Itaquaquecetuba	PLC
352	2	A administração, vendas e a fábrica de a Marfinite ficam em Itaquaquecetuba, em a Grande_São_Paulo, em um terreno de 230l metros_quadrados, com 25l metros_quadrados de área construída.	Marfinite	ORG	em	Grande_São_Paulo	PLC
353	1	Com a meta de aumentar seus pontos de venda, a Marfinite abre perspectivas de negócios e geração de empregos, através de novos distribuidores em o Brasil e em o exterior que estejam interessados em vender em o varejo suas múltiplas linhas de produtos.	Marfinite	ORG	abre perspectivas em	Brasil	PLC
361	1	Durante estes anos de viragem de o século, o CCB acolheu alguns de os maiores espectáculos apresentados em Lisboa, tornando-se um de os equipamentos culturais de referência de o país e um parceiro crescentemente procurado por insituições culturais internacionais.	CCB	ORG	em	Lisboa	PLC
367	1	Nossa História; Serrambi_Viagens_e_Turismo é uma de as mais tradicionais agências de viagens de Pernambuco.	Serrambi_Viagens_e_Turismo	ORG	é agências de viagens de	Pernambuco	PLC
368	1	Com 12 anos de existência, a Serrambi oferece a seus clientes todos_os serviços ligados a área de turismo como: passagens aéreas, excursões nacionais e internacionais, locação de automóveis em o Brasil e em o exterior, seguro viagem, congressos e etc..	Serrambi	ORG	locação de automóveis em	Brasil	PLC
373	1	Após a implantação de a 1ª. Republica (1910-1926), aderiu a o novo regime, tendo combatido ao_lado_de António_José_de_Almeida em o Partido_Evolucionista.	António_José_de_Almeida	PER	em	Partido_Evolucionista	ORG
374	1	Foi ainda o obreiro em o restabelecimento de as relações diplomáticas de Portugal com o Vaticano.	Portugal	ORG	com	Vaticano	ORG
379	1	Presente a a conversa, que se deu em a Biblioteca_Nacional, o presidente de a instituição, Pedro_Corrêa_do_Lago, ilustra o paradoxo: - Imaginem se Shakespeare tivesse um blog e este fosse deletado.	Biblioteca_Nacional	ORG	presidente de	Pedro_Corrêa_do_Lago	PER
380	1	É verdade que em o PSD há a presença de este 'bloco central', mas há também uma tradição de ruptura que, em o passado, tornou o partido em a principal força reformista em Portugal.	PSD	ORG	principal força reformista em	Portugal	PLC
381	1	Nossas equipes já há algum tempo estão sendo dirigidas por o professor Brasil, uma de as brilhantes crias de Ronaldo_Goldone que mesmo não estando a frente de nossas equipes continua atuando em as atividades de o Niterói_Rugby.	Ronaldo_Goldone	PER	atuando em	Niterói_Rugby	ORG
384	1	O preço actual de o petróleo ficou agora mais próximo de o pico de 100 dólares de 1980 provocado por a guerra entre o Irão e o Iraque, dois países-membros de a OPEP.	Irão	ORG	dois países-membros de	OPEP	ORG
384	2	O preço actual de o petróleo ficou agora mais próximo de o pico de 100 dólares de 1980 provocado por a guerra entre o Irão e o Iraque, dois países-membros de a OPEP.	Iraque	ORG	dois países-membros de	OPEP	ORG
389	1	A Câmara_de_Matosinhos vai investir cerca_de 120_mil contos em a construção de dez parques infantis em as freguesias de Guifões, Perafita, S._Mamede_de_Infesta e Matosinhos.	Câmara_de_Matosinhos	ORG	investir em	Guifões	PLC
389	2	A Câmara_de_Matosinhos vai investir cerca_de 120_mil contos em a construção de dez parques infantis em as freguesias de Guifões, Perafita, S._Mamede_de_Infesta e Matosinhos.	Câmara_de_Matosinhos	ORG	investir em	Perafita	PLC
389	3	A Câmara_de_Matosinhos vai investir cerca_de 120_mil contos em a construção de dez parques infantis em as freguesias de Guifões, Perafita, S._Mamede_de_Infesta e Matosinhos.	Câmara_de_Matosinhos	ORG	investir em	S._Mamede_de_Infesta	PLC
389	4	A Câmara_de_Matosinhos vai investir cerca_de 120_mil contos em a construção de dez parques infantis em as freguesias de Guifões, Perafita, S._Mamede_de_Infesta e Matosinhos.	Câmara_de_Matosinhos	ORG	investir em	Matosinhos	PLC
392	1	É em o Hotel_Eva, situado em a lateral de a marina, que se reune o Clube_Lions, em as primeiras quartas-feiras de cada mês, por as 21 horas.	Hotel_Eva	PLC	reune	Clube_Lions	ORG
394	1	O fogo, que se iniciou cerca_de as 02h30 horas e só foi dado como extinto a as 05h20, ocorreu em o restaurante 'Porto_Fino', em a rua Padrão.	Porto_Fino	ORG	em a rua	Padrão	PLC
395	1	Como de_costume, a conferência de Steve_Jobs, o director-geral de a empresa, foi o ponto alto para os fãs de a Apple. 	Steve_Jobs	PER	director-geral de	Apple	ORG
402	1	Forças de o BC9 de Viana_do_Castelo tomam o Aeroporto_de_Pedras_Rubras.	BC9	ORG	de	Viana_do_Castelo	PLC
402	2	Forças de o BC9 de Viana_do_Castelo tomam o Aeroporto_de_Pedras_Rubras.	BC9	ORG	tomam	Aeroporto_de_Pedras_Rubras	PLC
404	1	A a Escola_Prática_de_Cavalaria coube o papel mais importante, a ocupação de o Terreiro_do_Paço.	Escola_Prática_de_Cavalaria	ORG	a ocupação de	Terreiro_do_Paço	PLC
426	1	De lá, existem ônibus diários a cada hora de a Viação_Unir (R$ 2,25) para a cidade de Pedro_Leopoldo.	Viação_Unir	ORG	para a cidade de	Pedro_Leopoldo	PLC
439	1	Haverá observação nocturna de o céu com telescópios e será ainda apresentado o programa de o Observatório_Astronómico de a Universidade_de_Coimbra 'Sol para Todos'.	Observatório_Astronómico	ORG	de	Universidade_de_Coimbra	ORG
440	1	Ainda em o sábado, a investigadora de o Centro_de_Astronomia de a Universidade_do_Porto Catarina_Lobo, que estuda enxames de galáxias, vai explicar a o público em geral que tipo de galáxia é a nossa, como se formam e como evoluem em a palestra 'A nossa Galáxia e as outras: Ilhas em o Universo'.	Centro_de_Astronomia	ORG	de	Universidade_do_Porto	ORG
442	1	Eua mantém em Segredo Armas Não-LETAIS; Debora_MacKenzie, de a New_Scientist (www.newscientist.com); Bactérias que comem estradas e edifícios.	Debora_MacKenzie	PER	de	New_Scientist	ORG
444	1	Kevin_Hale, o responsável de segurança de a NAS as, disse-me que era porque alguém havia exprimido preocupação.	Kevin_Hale	PER	o responsável de	NAS	ORG
447	1	Mas isso não é verdade, argumenta Mark_Wheelis de a Universidade_da_California, Davis.	Mark_Wheelis	PER	de	Universidade_da_California	ORG
450	1	Comandadas por Gabriel_Menotti, de o Cine_Falcatrua, as projeções não seguiam uma programação prévia.	Gabriel_Menotti	PER	de	Cine_Falcatrua	ORG
