SENTENCE_ID	RELATION_ID	SENTENCE	ARGUMENT_1	ARGUMENT_1_CATEGORY	RELATION	ARGUMENT_2	ARGUMENT_2_CATEGORY
249	1	Em o dia 30 de junho, a Comissão_de_Controle_e_Gestão_Fiscal, de o Ministério_da_Fazenda, publicou, em o Diário_Oficial, uma recomendação a o Ministério_de_Orçamento_e_Gestão, por a autorização para a abertura de concursos.	Comissão_de_Controle_e_Gestão_Fiscal	ORG	de	Ministério_da_Fazenda	ORG
249	2	Em o dia 30 de junho, a Comissão_de_Controle_e_Gestão_Fiscal, de o Ministério_da_Fazenda, publicou, em o Diário_Oficial, uma recomendação a o Ministério_de_Orçamento_e_Gestão, por a autorização para a abertura de concursos.	Comissão_de_Controle_e_Gestão_Fiscal	ORG	recomendação a	Ministério_de_Orçamento_e_Gestão	ORG
256	1	Em 06/11/1982 foi oficialmente inaugurado o prédio principal, tendo como patrono o Dr._José_Getúlio_Lima (advogado e professor, pai de o Dr._José_Carlos_de_Barros_Lima), que atuou muito em a área educacional de a região tendo sido o fundador, entre outros, de o ginásio Conselheiro_Lafayette (1942) posteriormente 'Ginásio_Estadual_Anhanguera' e atualmente E.E.S.G. 'Pereira_Barreto'.	Dr._José_Getúlio_Lima	PER	o fundador	Conselheiro_Lafayette	ORG
259	1	A Legião_da_Boa_Vontade, instituição educacional, cultural, beneficente e filantrópica, foi fundada em o Brasil por o jornalista, radialista e poeta Alziro_Zarur em o programa de rádio 'Hora_da_Boa_Vontade', em a Rádio_Globo de o Rio_de_Janeiro.	Legião_da_Boa_Vontade	ORG	fundada em	Brasil	PLC
259	4	A Legião_da_Boa_Vontade, instituição educacional, cultural, beneficente e filantrópica, foi fundada em o Brasil por o jornalista, radialista e poeta Alziro_Zarur em o programa de rádio 'Hora_da_Boa_Vontade', em a Rádio_Globo de o Rio_de_Janeiro.	Legião_da_Boa_Vontade	ORG	fundada por	Alziro_Zarur	PER
269	2	Por o mesmo diapasão alinhou o delegado em Lagoa de a Associação_de_Agricultores_de_Famalicão, António_Ribeiro, em declarações a o Público: 'A Câmara nunca falou com nós, fizeram tudo em as costas de as pessoas'.	António_Ribeiro	PER	em declarações a	Público	ORG
272	1	Confrontado com as acusações sociais-democratas, Saraiva_Dias, vereador substituto de o presidente de a autarquia, referiu a o Público que o comunicado de o PSD contém 'um conjunto de atoardas, distantes de a realidade'.	Saraiva_Dias	PER	referiu a	Público	ORG
284	2	E este dado torna o estatuto de independente muito atraente - um fenómeno semelhante a o verificado com a candidatura de Manuel_Alegre, em as últimas presidenciais portuguesas, ou com aquilo que esperam conseguir Helena_Roseta e Carmona_Rodrigues em as próximas eleições intercalares para a Câmara_de_Lisboa.	Helena_Roseta	PER	eleições para	Câmara_de_Lisboa	ORG
284	3	E este dado torna o estatuto de independente muito atraente - um fenómeno semelhante a o verificado com a candidatura de Manuel_Alegre, em as últimas presidenciais portuguesas, ou com aquilo que esperam conseguir Helena_Roseta e Carmona_Rodrigues em as próximas eleições intercalares para a Câmara_de_Lisboa.	Carmona_Rodrigues	PER	eleições para	Câmara_de_Lisboa	ORG
289	1	Em 1956, Amílcar_Cabral criou o Partido_Africano_para_a_Independência_da_Guiné_e_Cabo_Verde (PAIGC), lutando contra o colonialismo e iniciando uma marcha para a independência.	Amílcar_Cabral	PER	criou	Partido_Africano_para_a_Independência_da_Guiné_e_Cabo_Verde	ORG
289	2	Em 1956, Amílcar_Cabral criou o Partido_Africano_para_a_Independência_da_Guiné_e_Cabo_Verde (PAIGC), lutando contra o colonialismo e iniciando uma marcha para a independência.	Amílcar_Cabral	PER	criou	PAIGC	ORG
289	3	Em 1956, Amílcar_Cabral criou o Partido_Africano_para_a_Independência_da_Guiné_e_Cabo_Verde (PAIGC), lutando contra o colonialismo e iniciando uma marcha para a independência.	Partido_Africano_para_a_Independência_da_Guiné_e_Cabo_Verde	ORG	(	PAIGC	ORG
294	1	Desta vez o Museu lourinhanense está a usar Tomografia_Axial_Computorizada (TAC) para descobrir se existem mais ovos com embriões, os ossos de os dinossauros antes de Habitualmente usado para fins médicos, o equipamento de TAC foi disponibilizado por as clínicas Cedima/IRM e Montepio de as Caldas_da_Rainha em colaboração com os médicos Francisco_Rita e José.	Cedima/IRM	ORG	de	Caldas_da_Rainha	PLC
294	2	Desta vez o Museu lourinhanense está a usar Tomografia_Axial_Computorizada (TAC) para descobrir se existem mais ovos com embriões, os ossos de os dinossauros antes de Habitualmente usado para fins médicos, o equipamento de TAC foi disponibilizado por as clínicas Cedima/IRM e Montepio de as Caldas_da_Rainha em colaboração com os médicos Francisco_Rita e José.	Montepio	ORG	de	Caldas_da_Rainha	PLC
295	1	O Pp, o PCP e o Be, em alguns casos mesmo alguns raros dissidentes de o PS socrático, têm criticado o Governo, enquanto o PSD passa entre as sombras, ou ficando pura e simplesmente silencioso, ou murmurando umas críticas de circunstância que ninguém ouve, ou, em muitos casos, concordando com o Governo e o PS.	Pp	ORG	criticado	Governo	ORG
295	2	O Pp, o PCP e o Be, em alguns casos mesmo alguns raros dissidentes de o PS socrático, têm criticado o Governo, enquanto o PSD passa entre as sombras, ou ficando pura e simplesmente silencioso, ou murmurando umas críticas de circunstância que ninguém ouve, ou, em muitos casos, concordando com o Governo e o PS.	PCP	ORG	criticado	Governo	ORG
295	3	O Pp, o PCP e o Be, em alguns casos mesmo alguns raros dissidentes de o PS socrático, têm criticado o Governo, enquanto o PSD passa entre as sombras, ou ficando pura e simplesmente silencioso, ou murmurando umas críticas de circunstância que ninguém ouve, ou, em muitos casos, concordando com o Governo e o PS.	Be	ORG	criticado	Governo	ORG
295	4	O Pp, o PCP e o Be, em alguns casos mesmo alguns raros dissidentes de o PS socrático, têm criticado o Governo, enquanto o PSD passa entre as sombras, ou ficando pura e simplesmente silencioso, ou murmurando umas críticas de circunstância que ninguém ouve, ou, em muitos casos, concordando com o Governo e o PS.	PSD	ORG	concordando com	Governo	ORG
295	5	O Pp, o PCP e o Be, em alguns casos mesmo alguns raros dissidentes de o PS socrático, têm criticado o Governo, enquanto o PSD passa entre as sombras, ou ficando pura e simplesmente silencioso, ou murmurando umas críticas de circunstância que ninguém ouve, ou, em muitos casos, concordando com o Governo e o PS.	PSD	ORG	concordando com	PS	ORG
296	1	Mas, quando vier a pergunta, será mais para a coreografia do que para a substância, porque esta está há muito respondida: de há uns tempos a esta parte, o PSD está onde está o PS.	PSD	ORG	está onde está	PS	ORG
304	1	Situada, desde 1891, em a Praça_do_Império, em a imediata proximidade de o Mosteiro_dos_Jerónimos, a Biblioteca_Central_da_Marinha (BCM) é sucessora de a antiga Biblioteca_da_Real_Academia_dos_Guardas-Marinhas, que seguiu com a côrte para o Brasil e foi transferida para o Rio_de_Janeiro aquando_de a 1ª invasão francesa, tendo ficado em grande parte em aquele país.	Biblioteca_Central_da_Marinha	ORG	sucessora de	Biblioteca_da_Real_Academia_dos_Guardas-Marinhas	ORG
304	2	Situada, desde 1891, em a Praça_do_Império, em a imediata proximidade de o Mosteiro_dos_Jerónimos, a Biblioteca_Central_da_Marinha (BCM) é sucessora de a antiga Biblioteca_da_Real_Academia_dos_Guardas-Marinhas, que seguiu com a côrte para o Brasil e foi transferida para o Rio_de_Janeiro aquando de a 1ª invasão francesa, tendo ficado em grande parte em aquele país.	Biblioteca_Central_da_Marinha	ORG	(	BCM	ORG
306	1	México prende assessor de deputado de o PRI; De as agências_internacionais; A polícia mexicana prendeu ontem um funcionário de a Câmara por suspeita de envolvimento em o assassinato de o secretário-geral de o Partido_Revolucionário_Institucional (PRI, governista), José_Francisco_Ruiz_Massieu, 48, ocorrido quarta-feira em a Cidade_do_México.	México	ORG	prende assessor de deputado de	PRI	ORG
308	1	A cimeira União_Europeia_África, prevista para 8 e 9 de Dezembro em Lisboa, não deve ser uma cimeira sobre o Presidente_do_Zimbabwe, Robert_Mugabe, defendeu hoje José_Sócrates, primeiro-ministro português e presidente em exercício de a União_Europeia (UE).	José_Sócrates	PER	primeiro-ministro e presidente de	União_Europeia	ORG
314	1	A Lusa tentou contactar o porta-voz de a ASAE para obter esclarecimentos adicionais mas tal foi impossível até a o momento.	Lusa	ORG	contactar o porta-voz de	ASAE	ORG
329	1	Organizada por o Núcleo_Interactivo_de_Astronomia (NUCLIO) em o Centro_de_Interpretação_Ambiental_da_Ponta_do_Sal, em São_Pedro de o Estoril, a quarta edição de a iniciativa inclui sessões de observação de o sol e de o céu nocturno, oficinas de astronomia, lançamentos de foguetões de água, palestras e uma 'procura de asteróides', actividade que a instituição promove regularmente em as escolas de o concelho.	Núcleo_Interactivo_de_Astronomia	ORG	em	Centro_de_Interpretação_Ambiental_da_Ponta_do_Sal	PLC
332	1	Realizada em o Teatro_do_Sesi, local ao lado de o espaço de o fisl, a noite começou com os gaúchos de a Bataclã FC, que entraram em o palco com uniformes de o DMLU, o Departamento_Municipal_de_Limpeza_Urbana de Porto_Alegre e abriram o show com o clássico Amigo_Punk.	Departamento_Municipal_de_Limpeza_Urbana	ORG	de	Porto_Alegre	PLC
332	2	Realizada em o Teatro_do_Sesi, local ao_lado de o espaço de o fisl, a noite começou com os gaúchos de a Bataclã FC, que entraram em o palco com uniformes de o DMLU, o Departamento_Municipal_de_Limpeza_Urbana de Porto_Alegre e abriram o show com o clássico Amigo_Punk.	DMLU	ORG	o	Departamento_Municipal_de_Limpeza_Urbana	ORG
342	1	Fernando_Rodríguez_González, assessor de o deputado Manuel_Muoz_Rocha, de o PRI, teria hospedado o assassino em a capital enquanto o crime era preparado.	Fernando_Rodríguez_González	PER	de	PRI	ORG
342	2	Fernando_Rodríguez_González, assessor de o deputado Manuel_Muoz_Rocha, de o PRI, teria hospedado o assassino em a capital enquanto o crime era preparado.	Manuel_Muoz_Rocha	PER	de	PRI	ORG
347	1	A desforra de Granada; Granada não enfrentou os Reis_Católicos por razões de fé ou de religião.	Granada	ORG	não enfrentou	Reis_Católicos	PER
359	1	Em este arco temporal de 15 anos, o CCB apresentou a o público de Lisboa artistas tão diversos como Sviatoslav_Richter e Cecilia_Bartoli, Pina_Bausch_et_Pippo_Delbono, Peter_Brook e Jordi_Savall, Philip_Glass_et_Keith_Jarrett, a Royal_Shakespeare_Company e o Piccolo_Teatro_di_Milano, Robert_Lepage e a companhia Cheek by Jowl, a companhia de ópera de o Teatro_Mariinski_de_S._Petersburgo e The_Wooster_Group.	CCB	ORG	apresentou a o público de	Lisboa	PLC
363	1	Israel, sabendo que não pode devolver a Cisjordânia, desmantelar os colonatos, prescindir de a Ocupação sem comprometer a sua segurança, dividir Jerusalém ou ceder a pretensões sobre o regresso des de refugiados (que nunca poderão regressar), está interessado em manter as ficções americanas e europeias e administrar a Ocupação e a relação de forças, como a sua supremacia militar assegura.	Israel	ORG	não pode devolver	Cisjordânia	PLC
364	1	Em Dublin, a maior é a Eason_and_Son, que tem uma variedade enorme de a literatura irlandesa.	Dublin	PLC	a maior é	Eason_and_Son	ORG
365	1	Em Waterford, visite a fábrica de cristais Waterford (Waterford_Crystal_Factory), que foi fundada em 1783 e fica a 2,5 km a o sul de o centro de a cidade.	Waterford	PLC	visite	Waterford	ORG
375	2	António_Nunes, presidente de a Autoridade_de_Segurança_Alimentar_e_Económica (ASAE), uma de as entidades que irá fiscalizar a aplicação de a lei que proibe o fumo em espaços fechados de utilização pública, foi fotografado por o Diário_de_Notícias (DN) a fumar uma cigarrilha em o Casino de o Estoril a as 02.30 de a manhã de o dia 01 de Janeiro.	António_Nunes	PER	presidente de	Autoridade_de_Segurança_Alimentar_e_Económica	ORG
390	2	De acordo com a CBKC (Confederação_Brasileira_de_Cinofilia), órgão filiado a o FCI (Fédération_Cynologique_Internationale), existem onze grupos de raças em o Brasil.	CBKC	ORG	órgão filiado a	FCI	ORG
401	1	Em o Norte, uma força de o CICA_1 liderada por o Tenente-Coronel Carlos_Azeredo toma o Quartel_General_da_Região_Militar_do_Porto.	CICA_1	ORG	toma	Quartel_General_da_Região_Militar_do_Porto	PLC
401	2	Em o Norte, uma força de o CICA_1 liderada por o Tenente-Coronel Carlos_Azeredo toma o Quartel_General_da_Região_Militar_do_Porto.	Norte	PLC	uma força de	CICA_1	ORG
408	1	A Abraço é uma Instituição_Particular_de_Solidariedade_Social.	Abraço	ORG	é	Instituição_Particular_de_Solidariedade_Social	ORG
411	1	De o grupo ALDE, Graham WATSON lançou uma petição para que a Presidência de o PE use os poderes que lhe confere o regimento 'para mandar embora um deputado que se comporte de maneira indigna': 'Uma atitude como esta não se pode tolerar e traz-nos o pior de um estádio de futebol', afirmou.	Presidência	ORG	de	PE	ORG
413	1	A o recuperar a independência, Portugal encontrou-se em posição extremamente débil, pois a ameaça de a Espanha - que por mais de um quarto de século não reconheceu essa independência - pesava permanentemente sobre o território metropolitano.	Portugal	ORG	ameaça de	Espanha	ORG
419	1	O Departamento_de_Cultura_Científica_do_Centro_Acadêmico_Pereira_Barretto (DCC/CAPB), órgão responsável por a representação e encaminhamento científico de os alunos de a UNIFESP/EPM, fundado em 1937, atua junto a os alunos promovendo vários cursos extracurriculares, palestras, conferências e discussões de interesse a a área médica.	Departamento_de_Cultura_Científica_do_Centro_Acadêmico_Pereira_Barretto	ORG	órgão responsável por a representação e encaminhamento científico de os alunos de	UNIFESP/EPM	ORG
422	1	A formação e o treino de as Falintil - Forcas_de_Defesa_de_Timor-Leste, de a Polícia_Nacional_de_Timor-Leste e de os guardas prisionais são orientados por os princípios de os direitos humanos.	Falintil	ORG	de	Polícia_Nacional_de_Timor-Leste	ORG
425	1	Escutismo distingue Câmara_de_Santo_Tirso; O Corpo_Nacional_de_Escutas (CNE) atribuiu ontem a a Câmara_de_Santo_Tirso o diploma de Mérito_Nacional, a sua mais alta distinção, por o 'apoio incondicional de a autarquia a o escutismo em o concelho'.	Corpo_Nacional_de_Escutas	ORG	atribuiu	Câmara_de_Santo_Tirso	ORG
441	1	Com um total de 161 militares, o contingente português integrado em a Força_Internacional_de_Assistência_e_Segurança (ISAF) constitui a Força_de_Reacção_Rápida_do_Comandante de a força de a Nato em o Afeganistão.	Força_Internacional_de_Assistência_e_Segurança	ORG	constitui	Força_de_Reacção_Rápida_do_Comandante	ORG
441	2	Com um total de 161 militares, o contingente português integrado em a Força_Internacional_de_Assistência_e_Segurança (ISAF) constitui a Força_de_Reacção_Rápida_do_Comandante de a força de a Nato em o Afeganistão.	ISAF	ORG	constitui	Força_de_Reacção_Rápida_do_Comandante	ORG
457	1	É urgente que aquela comissão averigúe por que razão os Estados_Membros estão a ignorar as leis de a UE em matéria de segurança marítima e não se trata apenas de a Grécia.	Estados_Membros	ORG	ignorar as leis de	UE	ORG
457	2	É urgente que aquela comissão averigúe por que razão os Estados_Membros estão a ignorar as leis de a UE em matéria de segurança marítima e não se trata apenas de a Grécia.	Estados_Membros	ORG	ignorar as leis de	Grécia	ORG
